id,title,author,genre,story,thumbnail_url,webtoon_url
0,티엔다비스 - 완벽한 구원을 위하여,삼공,로맨스,"“생긴 대로 버르장머리가 없으시네요!”

사랑스러운 성녀 후보, 이비 아리아테에게 어느 날 저주가 내렸다.
요컨대 모든 물음에 반드시 진실을 답하는 저주.
별안간 닥친 저주로 전도유망한 앞날과
잡힐 듯 가깝던 성녀 자리가 한없이 멀어지고 마는데.

그럼에도 이비는 반드시 성녀가 되어야 한다.

비밀이 가득한 세계,
티엔다비스의 완벽한 구원을 위하여!",https://image-comic.pstatic.net/webtoon/817757/thumbnail/thumbnail_IMAG21_b97ebbb9-6e92-4e8d-807a-504855e7d616.jpg,https://comic.naver.com/webtoon/list?titleId=817757
1,혼자 다 해 먹는 천재 암살자,스튜디오 시그마,판타지,"내가 쓴 소설에 들어왔다.
멸망이 예정된 결말을 바꾸기 위해
빌런 '신강후'가 되어 주인공보다 강해져야 한다!",https://image-comic.pstatic.net/webtoon/818862/thumbnail/thumbnail_IMAG21_ce547955-3515-4844-8444-98132a5147d3.jpg,https://comic.naver.com/webtoon/list?titleId=818862
2,복수 법률사무소,이석준,드라마,"법의 이름으로 모든 것을 빼앗긴 천재 소년. 
아버지를 살해한 악마 양다곤은 세계적인 전기차 회사인 라이트닝모터스와 어깨를 견주는 글로벌 자동차기업의 회장이 되어 있고... 
법으로 빼앗긴 것은 법으로 되찾는다! 
변호사가 된 윤해성은 수상한 인물들을 모으기 시작한다. 
직원 달랑 두 명의 법률사무소는 한국을 주무르는 거물 양다곤을 무너뜨릴 수 있을까?",https://image-comic.pstatic.net/webtoon/818334/thumbnail/thumbnail_IMAG21_fb7875f9-68b9-468c-b0db-02776ad56bd7.jpg,https://comic.naver.com/webtoon/list?titleId=818334
3,뷰티풀 군바리,설이,드라마,'여자도 군대에 간다면?'본격 여자도 군대 가는 만화!,https://image-comic.pstatic.net/webtoon/648419/thumbnail/thumbnail_IMAG21_d9398229-cbfd-47dc-9208-0a6fb936f3a7.jpg,https://comic.naver.com/webtoon/list?titleId=648419&tab=mon
4,백수세끼,치즈,드라마,"백수 시절 내 곁을 지켜줬던 그녀... 돌아와 주면 안 되겠니?
음식 메뉴마다 담겨 있는 우리들의 연애 흑역사!",https://image-comic.pstatic.net/webtoon/733074/thumbnail/thumbnail_IMAG21_80df3e76-47af-4007-b57c-e8f2830835e5.jpg,https://comic.naver.com/webtoon/list?titleId=733074&tab=mon
5,신의 탑,SIU,판타지,"자신의 모든 것이었던 소녀를 쫓아 탑에 들어온 소년
그리고 그런 소년을 시험하는 탑",https://image-comic.pstatic.net/webtoon/183559/thumbnail/thumbnail_IMAG21_5f3fec31-5c95-4afe-a73f-3046288edb47.jpg,https://comic.naver.com/webtoon/list?titleId=183559&tab=mon
6,퀘스트지상주의,박태준 만화회사,드라마,"[외모지상주의], [싸움독학], [인생존망]과 세계관을 공유하는 작품!
공부, 싸움, 외모.
뭐 하나 잘난 것 없는 평범한 고등학생 ‘김수현’의 눈앞에 갑자기 퀘스트창이 나타났다!
첫 번째 퀘스트, [엄마한테 사과하기]를 완료한 수현은 보상으로 키가 3cm 커지게 되는데!
퀘스트 엄청 쉽잖아?! 어떤 퀘스트든 완료해주마! 그런데 다음 퀘스트가?
[system] 학교 일진녀와 키스하십시오",https://image-comic.pstatic.net/webtoon/783052/thumbnail/thumbnail_IMAG21_800f4c56-26ac-419e-9ed0-baf322311dea.jpg,https://comic.naver.com/webtoon/list?titleId=783052&tab=mon
7,윈드브레이커,조용석,스포츠,"혼자서 자전거를 즐겨타던 모범생 조자현.
원치 않게 자전거 크루의 일에 자꾸 휘말리게 되는데...
자유를 꿈꾸는 청춘들의 스트릿라이딩 드라마!",https://image-comic.pstatic.net/webtoon/602910/thumbnail/thumbnail_IMAG21_e861f2cf-6157-4d33-8e02-7b4cbf0a8baf.jpg,https://comic.naver.com/webtoon/list?titleId=602910&tab=mon
8,소녀의 세계,모랑지,드라마,"완벽해 보이지만 사실 외로웠던 백조들과 맘씨 착한 오리가 만나
여러 갈등을 함께 겪으며 진짜 친구가 되어가는 소녀들의 찐 우정물",https://image-comic.pstatic.net/webtoon/654774/thumbnail/thumbnail_IMAG21_4048794550434817075.jpg,https://comic.naver.com/webtoon/list?titleId=654774&tab=mon
9,장씨세가 호위무사,김인호,무협/사극,"‘당신이 부른 것이오. 나란 사람을... ’
은둔고수 광휘. 호위무사 되다.
웹소설 원작 웰메이드 무협 시대극!",https://image-comic.pstatic.net/webtoon/728750/thumbnail/thumbnail_IMAG21_47c21251-b213-4882-bacc-15adce1acfc8.jpg,https://comic.naver.com/webtoon/list?titleId=728750&tab=mon
10,신화급 귀속 아이템을 손에 넣었다,정선율,판타지,"D급 무투계 레이더로 마법계 레이더들의 고기방패나 하며 별 볼 일 없이 살던 재현. 
그러던 어느 날, 던전에서 우연히 ""오딘의 눈"" 이라는 최강의 귀속 아이템을 얻게 됐다.
신의 눈을 가진 자, 세계를 구할 신의 대적자의 운명을 개척하라!",https://image-comic.pstatic.net/webtoon/795297/thumbnail/thumbnail_IMAG21_ceeeead6-8a9c-48ec-a793-f3cc092a0b10.jpg,https://comic.naver.com/webtoon/list?titleId=795297&tab=mon
11,버림받은 왕녀의 은밀한 침실,혜니,로맨스,"한때는 추앙받았지만 지금은 비참하게 버림받은 왕녀 르웰린. 아무도 보호해 주지 않는 그녀에게 추악한 저주가 내려진다. 
그것은 바로 남자를 욕망하게 되는 저주. 
르웰린은 저주의 폭주를 막기 위해 결국 자신의 침실을 열게 되는데... 
버림받은 왕녀와 얽히고 설키는 네명의 남자들. 
저주의 진실은 밝혀질 것인가? 그리고 그녀와 함께 할 사내는 과연 누가 될 것인가?",https://image-comic.pstatic.net/webtoon/796867/thumbnail/thumbnail_IMAG21_77aa5064-b42b-4838-912e-2c6266c53a74.jpg,https://comic.naver.com/webtoon/list?titleId=796867&tab=mon
12,왕과의 야행,보리,로맨스,"젊은 왕과 아름다운 여인이 발을 사이에 두고 앉아있다.
가느다란 흰 손가락으로 책장을 넘기는 여인은
고혹적인 목소리로 글을 읽어 내려가는데...

전하. 음양이란 서로 감응해야 응하는 것이옵니다.
몸과 마음이 무르익어 한 배에 탄 채 애락을 느끼니
그 어찌 화락하지 않으오리까?

백일의 겨울밤 동안 왕에게 책을 읽어주는 여인.
아슬아슬한 긴장감 끝에 순식간에 휩쓸린다.
서로에게 깃들고 스며든다.

숨겨뒀던 비밀이 터져 나와 모든 것을 깨울 때까지
왕과 여인은 그저 꿈 안에 있구나.",https://image-comic.pstatic.net/webtoon/817859/thumbnail/thumbnail_IMAG21_4fadf2ae-3467-4a9d-a6be-4b0313b963e0.jpg,https://comic.naver.com/webtoon/list?titleId=817859&tab=mon
13,앵무살수,김성진,판타지,"평범한 뱃사공으로 살고 있는 노소하. 
하지만 그의 정체는 전설적인 구파검법의 후계자다. 
이제 진시황이 남긴 비서 선근경을 향한 살수행이 시작된다.",https://image-comic.pstatic.net/webtoon/739115/thumbnail/thumbnail_IMAG21_7077747896626722102.jpg,https://comic.naver.com/webtoon/list?titleId=739115&tab=mon
14,어린이집 다니는 구나,구나,일상,"""노는 게 제일 좋아!"" 라고 했더니 정말 노는 게 직업이 됐다?! 매일 동심의 세계로 출퇴근한지 어쩌다 10년째!
아이들이라면 알 만큼 안다고 생각했는데... 예측불가한 말과 행동들은 여전히 새롭기만 하다. 
그런 아이들에게 언제나 ""그랬구나"" 라고 말해주는,
10년차 프로공감러 구나가 들려주는 어린이집 선생님 이야기",https://image-comic.pstatic.net/webtoon/817945/thumbnail/thumbnail_IMAG21_120ad315-8518-4430-bb30-739654b49635.jpg,https://comic.naver.com/webtoon/list?titleId=817945&tab=mon
15,팔이피플,매미,드라마,"<마스크걸>, <위대한 방옥숙> 매미/희세 작가의 신작!
SNS에서 육아용품 파는 평범한 유부녀 박주연, 그녀의 고등학교 동창인 김예희는 팔로워 70만의 셀럽으로 엄청난 부와 명성을 누리는 중이다.
박주연은 김예희를 미워하는 동시에 집착하고 있는데, 과연 그녀는 김예희의 과거를 폭로하고 셀럽으로 올라설 수 있을까?",https://image-comic.pstatic.net/webtoon/774863/thumbnail/thumbnail_IMAG21_e390eaf4-cfcd-46bf-901f-93034135a314.jpg,https://comic.naver.com/webtoon/list?titleId=774863&tab=mon
16,별난식당,HO9,드라마,"<요리GO>의 새로운 이야기,<별난식당>.
특급호텔에서 최연소 팀장에 오르며 승승장구하던 주인공 한별은 퇴사를 하고 작은 식당을 차린다.
그 식당의 이름은 '별난식당'.

별난식당은 상권이라고는 찾아볼 수 없는, 서울에서 제일 가난한 동네인 부자동에 위치해 있다.
또한 메뉴도 별나다. 바로 메뉴가 없기 때문이다. 메뉴가 없이 한별 셰프가 그때그때 제철 식재료를 이용해 요리를 만드는 식당이다.

이 식당의 특별한 점은 요리를 먹는 손님이 마음까지 위로 받는다는 것.
한별 셰프는 대체 어떠한 방법으로 마음의 상처가 있는 많은 손님들을 요리로 치유하는 것일까?",https://image-comic.pstatic.net/webtoon/806189/thumbnail/thumbnail_IMAG21_292de414-bd9a-418d-a4e9-d97060398223.jpg,https://comic.naver.com/webtoon/list?titleId=806189&tab=mon
17,절대검감,김두루미,무협/사극,"단전이 부숴졌다는 이유로 집에서는 내놓은 자식 취급을 받던 소운휘는 혈교에 납치되어서도 삼류 첩자로 살아왔다.
어느 날, 전설로만 알려진 검선비록을 찾는데 이용당하다 죽은 운휘는 10년 전, 혈교에 납치되던 그 날로 돌아가게 되고 검의 목소리를 듣는 신비한 능력을 얻는다.",https://image-comic.pstatic.net/webtoon/796075/thumbnail/thumbnail_IMAG21_31f75c4c-81c9-454a-8d92-9e23b577e1a5.jpg,https://comic.naver.com/webtoon/list?titleId=796075&tab=mon
18,퍼니게임,배진수,스릴러,"<머니게임>,<파이게임> 에서 실패를 맛본 주인공은, 마지막 <퍼니게임>에서
우승하기 위해 신체를 단련하고 정신을 다잡는다. 모든 참가자 중 본인만이
유일한 게임 경험자임을 확인한 주인공은, 승리를 위해 악마가 되기로 결심한다.",https://image-comic.pstatic.net/webtoon/801035/thumbnail/thumbnail_IMAG21_01fd148f-edb2-4ada-9571-910981ec3376.jpg,https://comic.naver.com/webtoon/list?titleId=801035&tab=mon
19,우아한 욕망,김종건,로맨스,"늦은 밤 열린 호텔 엘리베이터.
그 안에는 오래 전 첫사랑이 중년 여성과 함께 있었다.
낭만을 꿈꿔왔던 첫사랑과의 재회는 그저 배신감뿐.

부유한 중년 유부녀의 소유물이 된 첫사랑.
내 첫사랑이 나이 든 아줌마와 붙어먹는 그런 놈일리 없잖아.

내 첫사랑. 내 것으로 만들고야 말겠다.",https://image-comic.pstatic.net/webtoon/813552/thumbnail/thumbnail_IMAG21_c81f8080-3781-4789-9411-a171d501b01a.jpg,https://comic.naver.com/webtoon/list?titleId=813552&tab=mon
20,진주,백두,드라마,"<통>, <독고>, <블러드레인> 백두 작가의 화제의 신작! 
퇴역한 전국구 주먹 ‘진주현’은 안암 판정을 받고 고향 진주로 내려가
‘현진주’를 만나 난생 처음 평범한 삶을 꿈꾼다. 
그러나 과거 몸담았던 뒷세계와의 지독한 악연은
그의 삶을 송두리째 흔들기 시작하는데...",https://image-comic.pstatic.net/webtoon/818588/thumbnail/thumbnail_IMAG21_1819294f-07f1-439c-8a25-7bd880840fef.jpg,https://comic.naver.com/webtoon/list?titleId=818588&tab=mon
21,만렙돌파,성불예정,판타지,"알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉.
그 사이 현실에선 10년이 흘렀고, 온 세상은 몬스터와 던전으로 가득차게 되었다. 
만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다!",https://image-comic.pstatic.net/webtoon/759940/thumbnail/thumbnail_IMAG21_3976787538998813497.jpg,https://comic.naver.com/webtoon/list?titleId=759940&tab=mon
22,참교육휴재,채용택,액션,"무너진 교권을 지키기 위해 교권보호국 소속 나화진의 참교육이 시작된다!
<부활남> 채용택 작가 X <신석기녀> 한가람 작가의 신작!",https://image-comic.pstatic.net/webtoon/758037/thumbnail/thumbnail_IMAG21_15cb2611-34c0-4f02-a689-41d0b1016579.jpg,https://comic.naver.com/webtoon/list?titleId=758037&tab=mon
23,2023 루키 단편선,네이버웹툰 작가,드라마,"4년 만에 돌아온 전설 이현세, 이두호 작가가 직접 프로듀싱한 지옥캠프 단편선!
2023년 슈퍼 루키들을 만나보세요!",https://image-comic.pstatic.net/webtoon/816636/thumbnail/thumbnail_IMAG21_0aaf3571-5f8a-4b86-a086-b038a27e3aed.jpg,https://comic.naver.com/webtoon/list?titleId=816636&tab=mon
24,잔불의 기사,환댕,판타지,"유일한 가족이자, 최고의 기사 유망주였던 쌍둥이 동생이 살해당했다.
천재적이었던 동생과는 달리 무예에 재능이 전혀 없지만,
동생의 복수를 위해 '강함'을 연기하기로 결심했다.
약해빠진 나는 복수에 성공할 수 있을까.",https://image-comic.pstatic.net/webtoon/768536/thumbnail/thumbnail_IMAG21_91c5c081-77e6-4516-a503-2f45aad57401.jpg,https://comic.naver.com/webtoon/list?titleId=768536&tab=mon
25,악당 가족이 독립을 반대한다,밋츄,로맨스,"가족애 따위 없는 살벌한 악당 가문의 사생아 엘로디, 어느 날 갑자기 전생의 기억을 찾다!
자신이 환생한 이곳이 전생에 읽었던 소설 속이며
3년 후 진짜 여주인공이 나타나면서 자신은 악당 가족에게 버림받고 살해당할 운명임을 깨닫고
언니가 등장하기 전까지 적당히 뒷돈 챙기다가 이 가문에서 독립하자!고 생각했는데……
“독립? 그게 무슨 개소리지?”
“너한테 바람 불어 넣은 놈이 누구야.”
“누님, 혹시라도 가출할 생각은 아니겠지?”
가족들이 독립을 반대한다? 저 살고 싶은데요, 독립시켜 주세요!",https://image-comic.pstatic.net/webtoon/817365/thumbnail/thumbnail_IMAG21_fa059a74-ca14-4a89-b0d7-841a0c85139a.jpg,https://comic.naver.com/webtoon/list?titleId=817365&tab=mon
26,순정말고 순종,슈안,로맨스,"하루에 무려 쓰리잡. 
스물 다섯 지언의 일과 끝에 남는 건 갑질에 시달린 스트레스와 돼지우리같은 집구석 뿐이다. 
그러다 어느날 얻게 된 인형 한 개. 이것만 있으면 대한민국의 탑 배우 남도윤을 가정부로 부려먹을 수있다...?!
2017 최강자전 대상 수상작 <늑대와 빨간모자> 슈안 작가의 차기작!",https://image-comic.pstatic.net/webtoon/761461/thumbnail/thumbnail_IMAG21_e3c857a7-900b-4085-969a-75d9127b5a38.jpg,https://comic.naver.com/webtoon/list?titleId=761461&tab=mon
27,물어보는 사이,성은,로맨스,"뱀파이어에게 물리면 건강해진다?!
​두통으로 의도치 않게 비호감 연예인이 된 이채이.
우연히 톱스타인 서이준이 뱀파이어이고, 그에게 물리면 한동안 건강해진다는 걸 알게 된다.
물어달라 부탁하는 채이에게 이준은 계약 연애를 제안하는데...​",https://image-comic.pstatic.net/webtoon/772725/thumbnail/thumbnail_IMAG21_a3d729eb-6ba8-4fef-aaba-7cab0ee9c8df.jpg,https://comic.naver.com/webtoon/list?titleId=772725&tab=mon
28,개같이 탈출,갬쟈,드라마,"""살아남으라고? 나는 자그만 말티즈란 말이야!""

세상 따뜻하고 포근한 가정집에서 살아온 삐용이. 
언니 품에서 그저 귀엽기만 하면 되는 견생이었는데... 갑자기 가족들과 모든 인간이 사라져버렸다.
혼자서는 아무것도 할 줄 모르는데, 괴물 좀비 개들이 우글거리는 고립된 도시를 탈출해 언니를 만날 수 있을까?",https://image-comic.pstatic.net/webtoon/814594/thumbnail/thumbnail_IMAG21_8746b12b-566e-4375-b0ab-1eaf48e17a1d.jpg,https://comic.naver.com/webtoon/list?titleId=814594&tab=mon
29,리턴 투 플레이어,레포,판타지,"어느 날, 게임이 되어버린 세상.
갑자기 나타난 몬스터들이 사람들을 죽이고, 사람들은 플레이어가 되어  퀘스트를 달성해야 한다!
인류의 종말에서 회귀한 2회차 플레이어, 김세한.
그는 과연 세상을 이렇게 만든 '시스템'을 쳐부술 수 있을까!",https://image-comic.pstatic.net/webtoon/752414/thumbnail/thumbnail_IMAG21_b66a0f20-01c1-4b3f-ab8e-1d5ca6f089fe.jpg,https://comic.naver.com/webtoon/list?titleId=752414&tab=mon
30,천재 타자가 강속구를 숨김,황지성,스포츠,"부와 명예, 모든 걸 얻은 천재 메이저리거 강건우.
그런 그조차도 아내와의 행복한 결혼 생활만큼은 이어갈 수 없었다.
아내의 빈자리를 느끼며 후회하던 그가 신비한 반지의 힘으로 과거에 돌아왔다.
풋풋한 연애시절의 고등학생이 된 그는 이번에야말로 사랑을 쟁취할 수 있을까.",https://image-comic.pstatic.net/webtoon/807775/thumbnail/thumbnail_IMAG21_91cb8ff9-5be3-40ba-8df9-661972577cd2.jpg,https://comic.naver.com/webtoon/list?titleId=807775&tab=mon
31,ㅋㅋ단편.zip,네이버웹툰 작가,개그,"가볍고! 웃기고! 신선한! 단편들이 왔다!
신인, 기성 작가님들이 함께하는 릴레이 연재!
허전한 일상을 강렬하게 채워줄 
상상 이상의 단편이 매주 공개됩니다.",https://image-comic.pstatic.net/webtoon/814541/thumbnail/thumbnail_IMAG21_18a2bffa-6c6e-4884-ab41-45b4646cabe3.jpg,https://comic.naver.com/webtoon/list?titleId=814541&tab=mon
32,히어로메이커,빤쓰,판타지,왕은 영웅이 되고 싶어하는 공주의 소원을 들어주기로 전격 결심! 공주를 속이고 마치 영웅이 된 것처럼 만들기 위해 온 나라가 연극을 하게 되는데..파란만장한 그들만의 눈물겨운 영웅만들기의 대장정이 펼쳐집니다~,https://image-comic.pstatic.net/webtoon/21815/thumbnail/thumbnail_IMAG21_7292511306663934265.jpg,https://comic.naver.com/webtoon/list?titleId=21815&tab=mon
33,칼가는 소녀,오리,드라마,"치사율 100%의 인싸 희귀병 소녀 '사랑'
누구보다 차분하고 두려움 없는 같은 반 소녀 '은조'
두 소녀가 가슴 속 칼을 품고 세상을 향한 복수를 꿈꾼다.
네이버웹툰 최강자전 18년 대표작.",https://image-comic.pstatic.net/webtoon/730174/thumbnail/thumbnail_IMAG21_5bfd08ed-6ca8-4a27-9fab-d9fb15588d3a.jpg,https://comic.naver.com/webtoon/list?titleId=730174&tab=mon
34,미친 재능의 플레이어,S-Nanyc,판타지,"세상의 운명이 걸린 게임이 시작되고 6년. 
한 번도 톱 랭커의 자리를 내어주지 않은 최강의 플레이어,
영웅왕 강유성 역시 새로운 시즌을 맞이한다. 

“저는…… X나 예전에 끝났습니다. 돈 때문에 하는 거죠.” 
[도발 수치가 대폭 상승합니다!] 
[어릿광대 군주가 계약자의 행동에 흡족함을 표시합니다!] 

미친 재능의 플레이어가 살아남는 법이 펼쳐진다!",https://image-comic.pstatic.net/webtoon/814781/thumbnail/thumbnail_IMAG21_c88e92fa-e109-47d6-8a59-912749ff3a40.jpg,https://comic.naver.com/webtoon/list?titleId=814781&tab=mon
35,제왕,김남규,액션,"깡패, 검사, 국회의원...

절대 섞여서는 안 될
세 친구가 만들어 내는
30년 간의 핏빛 느와르.",https://image-comic.pstatic.net/webtoon/783535/thumbnail/thumbnail_IMAG21_4b6a83cd-a5e9-408f-bbac-244f25240394.jpg,https://comic.naver.com/webtoon/list?titleId=783535&tab=mon
36,신군,규남,액션,"악마에게 모든 걸 잃고 먹이로 사육당하는 소년.
이를 갈며 복수를 갈망하지만 인간의 힘은 악마에게 닿지 못했다.
그때 그의 앞에 신군이 나타난다.
2020 지상최대공모전 2기 장려상 수상작!",https://image-comic.pstatic.net/webtoon/783050/thumbnail/thumbnail_IMAG21_ca9a662b-7a79-4e80-94c9-d62ebe597aad.jpg,https://comic.naver.com/webtoon/list?titleId=783050&tab=mon
37,루루라라 우리네 인생,현이씨,일상,"시간이 지나면 자연스레 성숙한 으른(?)이 되어 있을 줄 알았는데
그저 술과 음란한 이야기를 좋아하는 알딸딸한 어른이 되어버렸다. 
 
어느날 귀농을 결심한 부모님을 따라 
어쩌다보니 시골과 도시를 오가게 된 현이씨의 인생 제 2막 시작!",https://image-comic.pstatic.net/webtoon/802039/thumbnail/thumbnail_IMAG21_a7a82a34-586c-4acf-b6f2-ab052be786f1.jpg,https://comic.naver.com/webtoon/list?titleId=802039&tab=mon
38,좀비묵시록 82-08,달아,액션,"탕-!

의문의 선박 속
'그것'으로부터 시작된 괴이한 전염병은
서울을 죽음의 도시로 만들어버린다.

예고 없이 닥쳐온 심판의 그날부터
세상의 모든 질서는 완전히 리셋되었다.

처절한 생존 경쟁 속에서
프로젝트명 [좀비묵시록 82-08]이 시작된다.",https://image-comic.pstatic.net/webtoon/814742/thumbnail/thumbnail_IMAG21_239b2422-91ff-4649-aa83-932f90582e11.jpg,https://comic.naver.com/webtoon/list?titleId=814742&tab=mon
39,결혼생활 그림일기,은꼼지,일상,"고르고 골라 결혼했더니 매일매일 우당탕탕?!
결혼생활이란 무엇인가?
조용할 날 없는 결혼생활을 날 것 그대로 그렸다.
모자르고 부족했던 두 짐승이 만나 그려가는 결혼생활 그림일기!",https://image-comic.pstatic.net/webtoon/741891/thumbnail/thumbnail_IMAG21_47b971e4-00b6-451b-862e-1060bae5a80d.jpg,https://comic.naver.com/webtoon/list?titleId=741891&tab=mon
40,보스리턴,양세준,액션,"형님이 돌아왔다!?
전국구 조직의 보스 '백강훈', 믿었던 부하의 칼에 맞고 고교생으로 회귀!
아내의 죽음을 되풀이하지 않기 위해 폭력 없는 새 삶을 살 수 있을까?",https://image-comic.pstatic.net/webtoon/818668/thumbnail/thumbnail_IMAG21_d8573ab3-e412-4f5f-b36c-e9116e0af93c.jpg,https://comic.naver.com/webtoon/list?titleId=818668&tab=mon
41,더블클릭,박수봉,액션,"악명 높은 난이도를 가진 게임의 세계 랭킹 1위였던 지호.
서비스 종료된 줄만 알았던 그 게임이 새롭게 돌아왔다!
지호는 다시 한번 랭킹 1위를 꿈꾸며 게임 동아리에 입부한다.
오랜만에 게임을 해도 살아있는 감각. 하지만 게임이 새롭게 변하면서 예상치 못한 약점이 생긴다.
강한 상대를 마주할수록 열정이 끓어오르는 주인공의 프로게이머 도전기!",https://image-comic.pstatic.net/webtoon/769663/thumbnail/thumbnail_IMAG21_935bf47d-9219-4f45-8a58-d5a7af13ce51.jpg,https://comic.naver.com/webtoon/list?titleId=769663&tab=mon
42,아슈타르테,SOON,로맨스,"무한한 영광을 가져다줄 피렌체 제국의 빛,아슈타르테. 하지만 음모로 인해 예언은 뒤틀리고...
아슈타르테가 어둠으로 알려지게 되면서 모두가 그녀를 외면한다. 가족들의 사랑을 꿈꾸던 어린아이에서 점점 강인한 소녀로 자라는 '아슈타르테'의 성장기.",https://image-comic.pstatic.net/webtoon/798277/thumbnail/thumbnail_IMAG21_f3e49f1a-befe-435f-bf83-845d8516a82b.jpg,https://comic.naver.com/webtoon/list?titleId=798277&tab=mon
43,파운더,임상윤,액션,"1970년대 각하에 대한 과잉 충성으로 비밀스런 공작대가 운영되었고 이는 정권이 바뀐 1980년대 대한민국 최초의 살인 청부 회사가 설립되는 토대가 된다.
공작대의 에이스 공작원은 처절하게 살아남아 살인청부업 회사의 대표가 되어 회사를 이끌어가게 되는데...",https://image-comic.pstatic.net/webtoon/791205/thumbnail/thumbnail_IMAG21_4c20287b-55d8-4bb5-9db4-cbb1caf5617d.jpg,https://comic.naver.com/webtoon/list?titleId=791205&tab=mon
44,시한부의 아이까지 뺏으려 합니다,랍스타,로맨스,"“아이에게 시한부 어머니를 남겨줄 생각이에요?”

부모님의 유품인 마법 거울이 보여준 미래는 참담했다.
아이를 낳고 나는 시한부가 되고, 남편의 정부가 아이를 두고 떠나라고 종용하는 미래.
아직 우린 결혼조차 하지 않았으니 불행한 미래도 피할 수 있을 거야.

“노공작께서 돌아가시면 우리도 헤어지자.”

북부의 차가운 설원을 닮은 네가, 나를 붙들 리 없으니.
그런데 이별을 이야기하는 나를 바라보는 네 눈빛은 왜 이렇게 뜨겁지?.

“아이가 없으면 아무 문제없는 거 아닌가? 그러니까 너도 이혼 같은 거 꿈도 꾸지 마. 그냥 내 옆에 있어.”

조심스럽게 다가온 네 입술에서 따뜻한 온기가 느껴졌다.
하지만 깊은 입맞춤은 그저 이제 이어질 기나긴 밤의 시작을 알리는 행위였을 뿐이다.",https://image-comic.pstatic.net/webtoon/814362/thumbnail/thumbnail_IMAG21_16247d91-5c88-43aa-80e3-f28b2daf868d.jpg,https://comic.naver.com/webtoon/list?titleId=814362&tab=mon
45,오빠집이 비어서,이서희,로맨스,"새엄마와 맞장 뜨고 집을 나온 재벌 3세 차은명.
세상 딱 한 명인 친구 희영에게 신세를 질 수 없게 되자, 
어쩔 수 없이 희영의 둘째 오빠가 잠시 비워둔 집에 머물게 된다.

그렇게 한 달 뒤, 은명은 샤워를 하고 나오던 중 
예고도 없이 집으로 돌아온 희영의 둘째 오빠를 대면하게 되고... 
그런데 그 오빠의 정체가 바로바로 대한민국 탑 스타 영화배우 ‘제준영'이라고?!",https://image-comic.pstatic.net/webtoon/780414/thumbnail/thumbnail_IMAG21_fc2621b0-84c3-404d-a18d-5925dba6ab77.jpg,https://comic.naver.com/webtoon/list?titleId=780414&tab=mon
46,제국 제일의 상속녀가 되었습니다,한강,로맨스,"사람들이 기피하는 백색병에 걸려 힘겹게 살던 '에스텔'.
어느 날 주인공 '세리아'의 등장으로 전생을 떠올려 자신이 소설 속 엑스트라에게 빙의된 것임을 깨닫는다.
어렸을 적 하녀의 아이와 바뀌었단 이유로 집에서 쫓겨난 에스텔은 발루아가 형제들의 도움으로 목숨을 건지게 되고, 본래라면 세리아와 이어지는 남주인공 '클로드'와 엮이기 시작하는데...",https://image-comic.pstatic.net/webtoon/814566/thumbnail/thumbnail_IMAG21_4f97cbfb-8e3e-445d-848c-ae270c22f5b0.jpg,https://comic.naver.com/webtoon/list?titleId=814566&tab=mon
47,인섹터,마카빔,판타지,"어느 날 학교에서 담임교사가 <공벌레 인섹터 내라해치>가 되어 
반 아이들을 무차별적으로 살해한 사건이 벌어진다. 
그때 나타난 검은 개미, 그는 반 아이들을 구하게 되고 이 사건을 시작으로 
언론과 SNS로 퍼져 인섹터의 존재는 더 이상 도시 괴담 수준의 이야기가 아니게 된다. 
결국, 정부는 비밀리에 임무를 수행하던 인섹터 퇴치반 버그리퍼를 내세우고 생존자의 증언에 따라 검은 개미를 뒤쫓게 되는데,
검은 개미의 정체는 몸속에 개미 집이 지어진 채 살아가는 평범한 학생 가미성. 
그저 몸속 개미들에게 먹히지 않기 위해 인섹터의
대항마로 변신하여 내키지 않는 싸움을 한다.",https://image-comic.pstatic.net/webtoon/801710/thumbnail/thumbnail_IMAG21_b65d115a-9224-4d45-9773-18addbc432d3.jpg,https://comic.naver.com/webtoon/list?titleId=801710&tab=mon
48,날 먹는 건 금지양!,조9,로맨스,"잘생겼지만 성격이 개(?) 같기로 유명한 '남해술'은 소꿉친구인 '양미루'에게만 잘해준다. 
좋아해서 잘해주는 게 분명해! 정말 그런 걸까?
해술이의 속마음을 전혀 모르겠는 미루.  
그러던 어느 날, 미루는 해술이가 품고있는 ''흑심'에 대해 알게 되는데!
10년 우정에 금이 가기 시작한다..! 
늑대소년과 순둥이 소녀의 천방지축 성장기!",https://image-comic.pstatic.net/webtoon/817019/thumbnail/thumbnail_IMAG21_6845792d-40db-4cd9-ab7a-9b86995f3383.jpg,https://comic.naver.com/webtoon/list?titleId=817019&tab=mon
